,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
21,1241254183979765761,76400,315373,"मैंने लगभग सब कुछ ठीक किया। घर में काम किया। पिछले 10 दिनों में एक दोस्त को देखा। पब के बाहर एक घंटे के लिए एक बीयर, एक बड़ी मेज के दोनों ओर। ताजा हवा, कोई संपर्क नहीं। मेरे हाथों को 3 बार धोया। अभी भी उससे कोरोना पकड़ा गया। इस बात के साथ बकवास मत करो।",266,262,0.9849624060150376,8,0,0,0,0,1
22,1241465915486670848,86484,390882,"मुझे समझ में नहीं आता है कि कैसे mcdonalds हर साल दो बिलियन हैम्बर्गर की सेवा कर सकते हैं, लेकिन जब मैं ड्राइव पर पांच मिलियन ऑर्डर करता हूं, तो यह सिस्टम को अभिभूत कर देता है",150,150,1.0,2,0,0,0,0,0
23,1241009089091600392,74262,259407,भाई चीन यहाँ बाहर niggas बिजली के स्तर को पढ़ने और हम भी पर्याप्त परीक्षण नहीं मिल सकता है,89,87,0.9775280898876404,2,0,0,0,0,0
24,1241466219791822849,80267,271769,"जब यह कोरोना शिट खत्म हो जाता है तो कृपया मुझे आमंत्रित करें। मुझे पता है कि मैं कभी-कभी भड़क जाता हूं, लेकिन मेरी गांड बाहर आने वाली है जो मैं वादा करता हूं",129,129,1.0,4,0,0,0,0,0
25,1241871812591419392,83021,157590,"आप अपने पूर्व को याद नहीं करेंगे, मैं कोरोना वायरस के बिना जीवन को याद करता हूं",56,56,1.0,2,0,0,0,0,0
26,1241696164782669824,74313,167262,"""मैंने उसे रोका और कहा, 'देखो, यह एक फिल्म नहीं है। तुम मैं नहीं हूँ, मैं किंवदंती हूँ घर जाओ।"" यह covid19 संगरोध का उल्लंघन करने वाले लोगों पर इसे खोने वाले इतालवी मेयरों का अद्यतन संकलन है। हां, उपशीर्षक सटीक हैं। यूआरएल",254,233,0.9173228346456693,16,0,0,0,0,0
27,1241287878354677760,71567,142812,"कृपया हाइड्रॉक्सीक्लोरोक्वाइन (प्लाक्वेनिल) प्लस एजिथ्रोमाइसिन को कोविड 19 के लिए न लें जब तक कि आपका डॉक्टर इसे निर्धारित नहीं करता है। दोनों दवाएं आपके हृदय के क्यूटी अंतराल को प्रभावित करती हैं और अतालता और अचानक मृत्यु का कारण बन सकती हैं, खासकर यदि आप अन्य मेड ले रहे हैं या हृदय की स्थिति है।",274,273,0.9963503649635036,17,0,0,0,0,1
28,1240335912329977858,282177,1357794,दिन 5: हमने खेती को फिर से शुरू किया है,35,35,1.0,2,0,0,0,0,0
29,1241902001539203073,66818,217083,यह कोरोना वायरस मध्य अप्रैल से गुजरेगा !! इसे अस्तित्व में बोलना,70,70,1.0,4,0,0,1,2,1
30,1242302400762908685,70258,134503,समर्थन और प्रोत्साहन के अपने अविश्वसनीय संदेशों के लिए आप सभी को धन्यवाद। आपमें से कई लोगों ने पूछा कि अभी एर में ऐसा क्या था। मैं आपके साथ थोड़ा सा साझा करना चाहता हूं। कृपया rt: एर डॉक के जीवन में एक दिन - covid19 सीमा से एक संक्षिप्त प्रेषण:,259,254,0.9806949806949807,23,0,0,0,0,0
31,1242476408896507910,71031,271277,"मेरे साथी नागरिकों, घबराने की बिल्कुल जरूरत नहीं है। आवश्यक वस्तुएं, दवाएं आदि उपलब्ध होंगी। केंद्र और विभिन्न राज्य सरकारें इसे सुनिश्चित करने के लिए निकट समन्वय में काम करेंगी। एक साथ, हम कोविद -19 से लड़ेंगे और एक स्वस्थ भारत बनाएंगे। जय हिन्द!",279,273,0.978494623655914,42,0,0,1,1,1
32,1241528549183385601,60980,245134,नहीं .. एक ... गैस्टोन संगरोध की तरह साफ गैस्टन की तरह कोई भी गैस्टोन की तरह कोविद -19 फैलाना बंद नहीं करता है,99,98,0.98989898989899,8,0,0,0,0,1
33,1241247329572683776,61815,169099,"यही कारण है कि समुद्र तट फ्लोरिडा में बंद नहीं हुए हैं, और उनके पास न्यूनतम कोविद -19 की रोकथाम क्यों है। पूर्ण शिथिलता। यूआरएल",145,125,0.8620689655172413,9,0,0,0,0,1
34,1241403715036291072,60724,155240,"मेरी नई पसंदीदा चीज इटालियन मेयरों और क्षेत्रीय राष्ट्रपतियों ने इसे संगरोध का उल्लंघन करने वाले लोगों पर खो दिया है। यहाँ एक संलग्न उपशीर्षक संकलन है। ""मैंने सुना है आप स्नातक पार्टियों फेंकना चाहते हैं। मैं पुलिस को भेजने वाला हूँ। फ्लेमेथ्रो के साथ। ” covid19 coronavirus URL",286,264,0.9230769230769231,21,0,0,0,0,0
35,1240987594080559105,55029,85056,"कोविद -19 आखिरकार, एक नर्स से कुछ समझदार सलाह ""मैंने जो बहुत कुछ देखा है, उसके लिए सिफारिशें हैं कि कैसे पहली जगह में कोरोनोवायरस से बचने की कोशिश की जाए - अच्छा हाथ धोने, व्यक्तिगत स्वच्छता और सामाजिक दूरदर्शिता - लेकिन मेरे पास क्या है नहीं देखा है के लिए सलाह की एक बहुत कुछ है ...",278,276,0.9928057553956835,13,0,0,0,0,0
36,1240666954958069768,65580,376602,"कोरोना वायरस वास्तविक नहीं है, सरकार सिर्फ दो सप्ताह के अंदर सभी को चाहती है ताकि वे पक्षियों में बैटरी बदल सकें।",127,127,1.0,2,0,0,0,0,1
37,1241359584784044033,67049,74143,संगरोध का दिन 6: मेरे पिताजी ने कोविद -19 URL के बारे में बिल्लियों से बात की,99,70,0.7070707070707071,5,0,0,0,0,0
38,1240620727306510342,104845,417370,"यह पीढ़ी z है। मैं इसका नाम देना चाहता हूं क्योंकि लोग हर किसी को 40 और सहस्त्राब्दी से प्यार करते हैं। सहस्राब्दी वसंत ब्रेक पर नहीं हैं। सहस्त्राब्दी उनके बुमेर माता-पिता के घर पर चिल्ला रहे हैं जो अभी भी बैठे नहीं हैं क्योंकि उन्हें ""भय पर विश्वास"" है।",258,254,0.9844961240310077,10,0,0,0,0,1
39,1240780691362570240,56042,347525,"""हे लोग खुश स्व संगरोध। कोरोना वायरस एक वास्तविक चीज है। "" वाह, मुझे पता नहीं था! धन्यवाद काइली! यूआरएल",125,104,0.832,8,0,0,1,2,0
40,1241054976270614535,51305,129170,"विश्व स्वास्थ्य संगठन युवाओं को चेतावनी देता है: ""आप अजेय नहीं हैं।"" कोविद -19 “आपको हफ्तों तक अस्पताल में रख सकता है, या आपको मार भी सकता है। यहां तक ​​कि अगर आप बीमार नहीं पड़ते हैं, तो आपके द्वारा चुने जाने वाले विकल्प किसी और के लिए जीवन और मृत्यु के बीच अंतर हो सकते हैं। ”",276,274,0.9927536231884058,11,0,0,0,0,1
41,1240847006907711490,49611,254071,इस आदमी अस्पताल बिल इतना होने के लिए मुक्केबाज़ी।,42,42,1.0,1,0,0,0,0,1
42,1241699484469526531,50803,70074,स्पैन में एक अस्पताल का वीडियो। इस पर नजर रखें। वॉल्यूम के साथ इसे फिर से देखें। अब उस ब्रंच को रद्द करें। स्थगित करें कि कॉफी मिलना। बारिश की जाँच करें कि रात का खाना दोस्तों के साथ। बेकार है ना? लेकिन इस covid19 कोरोनावायरस रुकावट यूआरएल के रूप में मुश्किल नहीं है,274,242,0.8832116788321168,23,1,1,0,0,0
43,1242087413868003333,49238,340223,जब आप एक गोलकीपर ... और एक अकेला बच्चा ... आत्म अलगाव में हैं ... और अपने प्रशिक्षण के साथ रखने की कोशिश कर रहे हैं ... खुद के साथ आया! मैं बहुत प्रभावित हूँ कोरोनोवायरस रिहोमेस्टेसेफ़ URL,215,191,0.8883720930232558,12,0,0,1,1,0
44,1240789646893821953,45875,117152,"कोविद -19 बड़ा हो सकता है, लेकिन मैं आपको याद दिलाना चाहता हूं कि हमारा भगवान बड़ा है।",79,78,0.9873417721518988,9,0,0,0,0,0
45,1242131768662282243,59435,271463,सीडीसी ने घोषणा की कि कोरोना इंस्टाग्राम स्टोरी चुनौतियों के माध्यम से फैलाया जा सकता है: - /,79,79,1.0,4,0,0,0,0,1
46,1241225019952263170,45726,71877,"केटी पोर्टर की बहन, एक डॉक्टर, यह तोड़ रही है कि कोविद -19 संकट URL के दौरान जीवन को कैसे बचाया जा सकता है",130,110,0.8461538461538461,10,0,0,0,0,1
47,1240805124143906816,44451,139394,"कार्डी की आवाज़ में ""कोरोना वायरस"" को कोई और बेतरतीब ढंग से चिल्लाता है?",65,65,1.0,4,1,1,0,0,0
48,1241745355957514241,45126,100141,"इन श्रमिकों को नागरिकता की स्थिति की परवाह किए बिना सुरक्षा, स्वास्थ्य देखभाल और बीमार वेतन की आवश्यकता है। उनकी सेवाएं आवश्यक हैं और इस मुद्दे के आसपास अधिक आक्रामक संवाद की आवश्यकता है। उनके बिना जीवन कैसा दिखेगा? मैं जानना नहीं चाहता!",246,246,1.0,44,1,1,1,1,0
49,1240852412203589632,47696,139193,me: h- व्हाट्सएप थ्रेड से स्नातक होने के बाद कोरोना वायरस में उसकी पीएचडी के साथ मेरी माँ: URL,107,86,0.8037383177570093,6,0,0,0,0,0
50,1241952866404687872,35984,86771,"एक-दूसरे की देखभाल करके covid19 को दूर करने के लिए बीटीएस के संदेश को देखें! हम संदेश जारी रखने के लिए बेटे को हेंग-मिन आमंत्रित करते हैं! URL रुका हुआ है, स्टेस्ट्रॉन्ग_आर्मी _ बीटीएस खुद को प्यार करता है",237,191,0.8059071729957806,32,0,0,1,2,0
51,1240683123362406410,43816,300077,गोरे लोग: कोविद -19 काले लोग: रोना समलैंगिक लोग: मिस रोना,76,67,0.881578947368421,17,0,0,0,0,0
52,1240831248861474816,42605,141986,कोरोना सिस आपके द्वारा छोड़ना सही हो सकता है? यूआरएल,60,40,0.6666666666666666,3,1,1,0,0,0
53,1240714976060248064,46718,245654,वाह ... आज सुबह लिया .... tbh coronavirus URL से पहले कभी भी इसे खाली नहीं देखा,103,82,0.7961165048543689,4,0,0,0,0,0
54,1240618235499819008,49370,302708,"वहाँ एक बुरा फ्लू था जो गोल / जल्दी जान में घूम गया। मैं आपको बता रहा हूँ, वह कोरोना था। नंगे पीपीएल बीमार थे (मेरे सहित) जो अब हम कोरोना के लक्षणों के रूप में जानते हैं, इसकी शिकायत करते हैं।",190,190,1.0,5,0,0,0,0,1
55,1240630649192677378,38278,266962,"इसलिए, कोविद -19 सब कुछ कमबख्त के कारण, मैंने सोचा कि 'हमारे पास ट्विटर प्रॉम क्यों नहीं है?' इसलिए, आगे की हलचल के बिना, मैं आपको अपने सभी ट्विटर प्रोम पर आमंत्रित करता हूं! आप किसी को एक दोस्त या एक साथी के रूप में आपके साथ जाने के लिए कह सकते हैं। प्रॉम 25 मार्च को आयोजित किया जाएगा। शामिल होने के लिए बातचीत!",280,276,0.9857142857142858,14,1,1,1,2,0
56,1241439824239906817,43377,182650,अब चमगादड़ चमगादड़। समय कठिन है।,41,41,1.0,2,0,0,0,0,0
57,1241986189437087744,47115,35037,इस URL से,62,21,0.3387096774193548,4,0,0,0,0,0
58,1241385872001384449,37520,149432,"today we lost 2 colleagues, a young adult cardiology fellow &amp; a medical oncologist due to covid-19 . we pause to pray for them, and yet this war is just starting, with no end in sight! we ask for your prayers we ask our politicians to help and aggresively act for support!",279,276,0.989247311827957,11,0,0,1,2,1
59,1240690021759238144,61515,371022,चीन में इटली से 24 गुना ज्यादा लोग हैं ...,44,44,1.0,2,0,0,0,0,1
60,1241050910085840903,38541,156419,"यह सब खत्म हो जाने के बाद, कृपया भविष्य के जॉब इंटरव्यू में उन्हें यह याद रखने के लिए कहें कि उनकी कंपनी ने वैश्विक कोविद -19 स्थिति के संबंध में अपने कर्मचारियों की सुरक्षा के लिए क्या किया था। स्वच्छंद कंपनियों के लिए काम करने में जोखिम नहीं उठाया जा सकता।",221,221,1.0,7,0,0,0,0,0
61,1242136816469389316,35373,147136,कोरोना URL से लड़ने वाले 15 साल पहले के मेरे फ्लिंटस्टोन्स गमियां,82,60,0.7317073170731707,5,0,0,0,0,1
62,1240797127539920896,45888,126643,लेकिन कुतिया ने कहा- URL,45,25,0.5555555555555556,5,0,0,0,0,0
63,1240340480342310915,98068,550226,"नमस्ते। हाँ, यह चीन में उत्पन्न हुआ है, लेकिन तकनीकी शब्द कोविद -19 है जो आपकी माँ की उत्पत्ति एक बुर्ज स्काईलार्क के पीछे से हुई है, लेकिन हम उसे जूडिथ नहीं कहते हैं।",164,159,0.9695121951219512,9,0,0,0,0,1
64,1241135631406977031,33928,77181,डोमिनिकन गणराज्य को कोविद -19 URL का इलाज मिला,72,50,0.6944444444444444,6,0,0,0,0,1
65,1242255630938845184,40879,129354,क्या आपके पास गमियां थीं? मैं उस शुद्ध चट्टान को खा रहा था जिसे हमने नहीं बनाया था,74,74,1.0,6,1,1,0,0,0
66,1241090332676194310,33671,77138,"महामारी विज्ञानियों ने चेचक के उन्मूलन में मदद करने वाले ट्रम्प का कहना है कि ट्रम्प का कोविद -19 से जल्द निपटना ""एक निर्वाचित अधिकारी का सबसे गैर जिम्मेदाराना कार्य है जिसे मैंने अपने जीवनकाल में कभी देखा है।"" यूआरएल",211,191,0.9052132701421801,14,0,0,0,0,1
67,1242114805588267008,38869,133168,सार्वजनिक स्वास्थ्य विशेषज्ञों के बीच वर्तमान सर्वोत्तम सोच का एक उपयोगी सारांश यह है कि आने वाले हफ्तों में हमें कोविद -19 के खिलाफ लड़ाई की आवश्यकता कैसे है। यूआरएल,179,159,0.888268156424581,10,0,0,0,0,0
68,1240743583860195328,41743,184932,कोरोना वायरस के रूप में गायन वीडियो बनाने वाली हस्तियां अब दुनिया भर में 230k मामलों में सबसे ऊपर हैं,109,88,0.8073394495412844,4,0,0,0,0,1
69,1240859409397547010,37637,213853,"हर सीनेटर जो उस कोविद -19 ब्रीफिंग के बाद इनसाइडर ट्रेडिंग करता था, उसे तुरंत इस्तीफा दे देना चाहिए। हां, यह दोनों पक्षों पर लागू होता है।",130,129,0.9923076923076923,8,0,0,0,0,0
70,1240722087381262337,40808,109877,बर्फ ने डॉक्टर बनने का नाटक किया। कोई कमबख्त शब्द नहीं हैं। कृपया दान करें अगर आप कर सकते है तो,81,81,1.0,5,0,0,0,0,1
71,1240729932948439045,34080,166440,भाई आइडल क्या चल रहा है लेकिन मैं उनसे सहमत हूं। भाड़ में जाओ मिनी कूपर्स। छोटी गधा कारें हमेशा पार्किंग स्थल की तरह दिखती हैं जब तक कि आप करीब नहीं पहुंच जाते।,137,137,1.0,4,0,0,0,0,0
72,1242493913337913345,44634,228529,हमारे चिकित्सा पेशेवर हमारे देश को बनाए रखने के लिए अपनी जान की बाजी लगा रहे हैं। यहाँ पर एक नज़र है कि कैसे एक एर डॉक्टर जो पहले से ही एक संकट के सामने की तर्ज पर लड़े थे वह इस एक दिन में एक दिन के माध्यम से बनाता है। हमें घर पर रहकर उनकी मदद करने के लिए एक अच्छा अनुस्मारक।,274,274,1.0,5,0,0,0,0,0
73,1241512518721376257,33729,168767,"मिका के अध्यक्ष अपने कोरोना ड्रिप, हाथ से सिलवाया हुआ मिलान सर्जिकल मास्क ..... त्रुटिहीन URL में दिखा रहे हैं",137,117,0.8540145985401459,6,0,0,0,0,1
74,1240328267472740352,38886,135450,काले दर्पण का यह एपिसोड बहुत लंबा है,48,48,1.0,3,0,0,0,0,0
75,1240353157693177858,50505,211422,"यह कोरोना के लिए है, आप मोटी मोटी सफेद गंदी महक वाली मोटी कुतिया हैं, तो आपने मुझे अपने ट्राइफ्लिन गंदे सफेद नस्लवादी गधे के साथ मदरफुकिन शेड्यूल से निकाल दिया। आप से बाहर कुतिया",261,260,0.9961685823754789,9,0,0,0,0,0
76,1241951568855019521,28990,59808,भाई ये केवल 3 गाने मैं अपने tl प्रभु पर सुन रहा हूँ अब इस कोरोना को दूर ले जाओ! यूआरएल,105,83,0.7904761904761904,8,0,0,1,1,0
77,1240709511226077186,37173,31793,"सभी नायक टोपी नहीं पहनते हैं, कभी-कभी वे केवल 2 सप्ताह के लिए कंबल और फिर नेटफ्लिक्स एन चिल पहनते हैं",92,92,1.0,1,0,0,0,0,0
78,1241052280452833281,33123,39342,इसके हमेशा आरामदायक स्थान 3 जी हिट करते हैं,42,40,0.9523809523809523,1,0,0,0,0,0
79,1241836135195828225,25714,137925,मुझे पता लगने के बाद कि वह संक्रमित आइंस्टीन URL से हार्वेना है,84,64,0.7619047619047619,6,0,0,0,0,0
80,1240906846933790720,26210,123968,"जर्मनी एक सप्ताह में 160k कोविद -19 परीक्षण कर रहा है। इसमें कुल 35 k वेंटिलेटर हैं, 10k को सरकार द्वारा बनाने का आदेश दिया गया है। इसने बेरलिन में एक नया 1k बिस्तर अस्पताल बदल दिया है। यह मृत्यु की दर से कम है सेंसर यह बड़े पैमाने पर परीक्षण संगरोध की अनुमति देता है और यह कम गैर मामले की रिपोर्ट की गई है।",276,274,0.9927536231884058,6,0,0,0,0,1
81,1240858151211028480,31799,48018,कोविद -19 संगरोध के बाद लोग: URL,63,42,0.6666666666666666,6,0,0,0,0,0
82,1242540756209774592,23974,54362,"ब्रेकिंग: लॉस एंजेल्स में कोरोनोवायरस से 18 वर्ष से कम उम्र के एक बच्चे की मौत हो गई है, सार्वजनिक स्वास्थ्य अधिकारी घोषणा करते हैं, कि हमारे यहां वायरस से पहली बच्चे की मौत मानी जाती है। ""एक विनाशकारी याद दिलाता है कि कोविद -19 सभी उम्र के लोगों को संक्रमित करता है,"" ला स्वास्थ्य अधिकारी कहते हैं।",278,277,0.9964028776978417,14,0,0,0,0,1
83,1242458760364175360,26852,91724,कोविद -19 खतरे से जूझ रहे राष्ट्र को संबोधित करते हुए। indiafightscorona URL,97,76,0.7835051546391752,15,0,0,0,0,0
84,1240647292543262721,27888,156943,y’all dirty mfs brought corona home from miami &amp; now it’s increased by 88% in 48hrs ....,92,92,1.0,5,0,0,0,0,1
85,1240596164178657280,66217,226249,सभी लोग कोरोना से बरिस्ता के रूप में बाहर आ रहे हैं,40,40,1.0,0,0,0,0,0,0
86,1242228808264155138,24570,99828,".@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” actually, if it were up to us, we'd save as many people as possible. we would follow the science &amp; evidence. we would never put politics ahead of the public's health covid19",274,273,0.9963503649635036,3,0,0,0,0,1
87,1241924168263897089,24622,169922,"मेरे एक सहकर्मी की आज ही कोविद 19 से मृत्यु हो गई। ज्यादा उम्र का नहीं, बहुत अच्छा आदमी। हम अभी कुछ हफ़्ते पहले एक साथ बैठे थे, जो भी बात कर रहे थे। अगली बार जब मैंने उसे देखा, तो वह आईसीयू में भर्ती था। और आखिरी बार मैंने उसे देखा था। मेरा पूरा शरीर सुन्न सा लगता है।",266,262,0.9849624060150376,16,0,0,0,0,1
88,1241019106771558401,23540,170999,"अगर आपने मुझे नए साल पर बताया कि 2020 के 3 महीनों के भीतर: -कोब ब्रायंट मर चुका है, तो मुझे कोविद -19 -स्कूलों से अलग कर दिया जाएगा और खेल बंद हो जाएंगे -tom brady एक टैम्पा बे सनकी है जिसे मैंने वैध रूप से सोचा होगा दुनिया खत्म हो रही थी।",270,237,0.8777777777777778,18,0,0,0,0,1
89,1241566743815913472,32185,26351,"फिर अल्लाह, आप पहले से ही उन्हें दुनिया भर में हमसे कहीं अधिक विशाल परीक्षा दे चुके हैं। यदि यह उनके अपने हित के लिए है, तो उन्हें इससे गुजरने की शक्ति प्रदान करें।",151,148,0.9801324503311258,3,0,0,0,0,0
90,1242195174257819651,24416,185999,"एक दिन, अगर वह चाहता है, और जब यह सब खत्म हो जाता है, तो मैं लक्ष्य पर उसके साथ अपनी फ्रीकिक्स का अभ्यास करना चाहूंगा! तुम क्या सोचते हो?",126,124,0.9841269841269841,3,1,1,1,1,0
91,1242282560106958854,23051,77230,थ्रेड: बेहतर समय और कार्यशील अर्थव्यवस्था पर लौटने की एक मजबूत और समझदार इच्छा है। लेकिन यह किसी को भी नहीं खोना चाहिए कि कामकाजी अर्थव्यवस्था और समाज में ऐसा कुछ नहीं है जब तक कि कोविद -19 हमारे सबसे बड़े शहरों में अनियंत्रित रूप से फैलता रहे।,279,279,1.0,8,0,0,0,0,0
92,1241904709583155206,20618,63644,"मिच ने कोविद -19 बिल पर द्विदलीय कार्य को छोड़ दिया, फिर कॉरपोरेट खैरात संलग्न करने का प्रयास किया, जिससे स्वास्थ्य देखभाल श्रमिकों, प्रथम उत्तरदाताओं और श्रमिक वर्ग परिवारों को पर्याप्त मदद नहीं मिली। लोगों पर ध्यान दें, @senatemajldr, दीवार सड़क नहीं।",262,262,1.0,15,0,0,0,0,1
93,1242414406203371520,35817,69370,"trigger warning. this man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. the government needs to assure filipinos that when they got the virus, they can go to a hospital &amp; be treated for free!",284,283,0.9964788732394366,96,0,0,1,1,0
94,1240681203449114630,24529,263209,"यह मेरी मां है। वह मेरा हीरो है। वह एक 60 वर्षीय प्राथमिक देखभाल चिकित्सक है जो covid19 के रोगियों का परीक्षण करता है। वह मरीजों का परीक्षण करने के लिए, उन्हें उनकी ज़रूरत का ध्यान रखने के लिए और सामुदायिक अस्पतालों और हमारे अस्पतालों के प्रसार को रोकने के लिए वह कर सकती हैं, जो वह कर रही हैं। यूआरएल",301,280,0.9302325581395349,12,0,0,0,0,1
